469,cope,"잘 대처하다, 잘 처리하다"
470,commission,"위원회; 수수료; 의뢰, 주문; 의뢰하다"
471,occupation,"직업, 업무; (군대 등의) 점령; 거주"
472,foster,"촉진하다, 조성하다; 기르다; 보살펴주는, 양~"
473,forbid,금지하다; 못하게 하다
474,aptitude,"소질, 적성"
475,authentic,"정통의, 진정한, 진품인, 진본인 "
476,bombard,"포격하다, 폭격하다; (비난, 질문 등을) 퍼붓다"
477,crucial,"중대한, 결정적인"
478,epidemic,"유행병, 전염병;  급속한 확산[유행]"
479,drop off,~을 도중에 차에서 내려놓다; 줄다
480,act for,~의 대리[대행]를 하다
[ IC 어휘완성 프로그램 ],,[ DAY 25 ]
No,Word,Meaning
481,observe,"보다, 관찰하다; (법률, 규칙 등을) 준수하다"
482,feature,"특징, 특색; 특집 기사; 이목구비; (~한) 특징을 이루다"
483,linger,"남다, 남아 있다; (떠나기 싫어) 오래 머물다"
484,molecular,"분자의, 분자로 된"
485,remnant,"남은 부분, 나머지; 자투리"
486,vital,"필수적인, 극히 중대한; 활기찬"
487,forthwith,"곧, 즉시, 당장에"
488,combat,"전투, 싸움; (문제를) 방지하다; 전투를 벌이다"
489,blunder,"(어리석은) 실수; 실수하다; 허둥거리다, 머뭇머뭇 걷다"
490,argue,"주장하다; 말다툼하다, 언쟁하다"
491,fallacy,틀린 생각[믿음]; (인식 상의) 오류
492,whiny,"불평하는, 투덜대는, 징징거리는"
493,emphasize,"강조하다, 역설하다; 크게 말하다"
494,nicety,"세부 사항, 세세한 점; 아주 자세함"
495,garment,"옷, 의복"
496,constitute,"~으로 간주하다; 구성하다, 형성하다; 설립하다, 설치하다"
497,sacred,"신성한, 성스러운, 종교적인; 매우 중요한, 신성시되는"
498,fortify,요새화하다;  강화하다; 기운을 돋우다
499,cut off,~을 끊다; (말을) 가로막다
500,take for,~이라고 (잘못) 생각하다
[ IC 어휘완성 프로그램 ],,[ DAY 26 ]
No,Word,Meaning
501,afford,"(~할 금전적, 시간적) 여유가 있다; 제공하다"
502,outcome,"결과, 결론"
503,efficient,"효율적인, 능률적인; 유능한"
504,devote,"바치다, 헌신하다"
505,judge,판단하다; 심사하다; 재판하다; 판사; 심사위원
506,display,"전시하다, 진열하다; 드러내다, 보여주다; 전시; 화면"
507,survey,(설문) 조사; 측량; 조사하다; 측량하다
508,nutrition,영양; 영양학
509,anonymously,익명으로
510,resolve,"결심하다, 결정하다; 해결하다; 결심, 결의"
511,peruse,"정독하다, 숙독하다"
512,astronaut,우주 비행사
513,resilient,"(충격, 부상 등에) 회복력 있는; (고무 등이) 탄력 있는"
514,fluid,"액체, 유동체; 유동적인; (움직임이) 부드러운"
515,blurred,"흐릿한, 뿌연; (기억, 경계 등이) 희미한, 모호한"
516,diameter,지름
517,counterpart,상대; 대응 관계에 있는 사람[것]
518,erode,"침식되다, 침식시키다;  약화되다, (서서히) 약화시키다"
519,break off,(~와의) 관계를 단절하다; (협상 등이) 결렬되다
520,run for,출마하다
[ IC 어휘완성 프로그램 ],,[ DAY 27 ]
No,Word,Meaning
521,titanic,"거대한, 강력한, 엄청난"
522,shipment,수송; 수송물
523,license,"면허(증), 인가(증); 허가하다"
524,universal,"보편적인, 일반적인; 전 세계적인, 전반적인"
525,inform,알려주다; 영향을 미치다
526,remind,"생각나게 하다, 상기시키다"
527,verify,"(사실임을) 입증하다, 증명하다; (진실인지) 확인하다"
528,withdraw,"탈퇴하다, 물러나다, 철수하다; 철회[취소]하다; (돈을) 인출하다"
529,provoke,"화나게 하다; 유발하다, 도발하다"
530,admonition,"경고, 책망"
531,laboratory,"연구실, 실험실"
532,keen,"열망하는, 무척 ~하고 싶은; 강한, 강렬한; 예민한; 치열한"
533,ambiguous,"애매한, 모호한"
534,hazard,위험 (요소); 위태롭게 하다
535,fling,"내던지다, 내팽개치다; (몸이나 신체 일부를) 던지다, 내밀다"
536,executive,"(회사의) 경영진, 간부; 행정부; 경영의, 간부의"
537,entail,"수반하다, 포함하다"
538,latitude,위도; (위도상으로 본) 지역
539,work on,"~에 효과가 있다, 작용하다"
540,reach for,손을 뻗다
[ IC 어휘완성 프로그램 ],,[ DAY 28 ]
No,Word,Meaning
541,concern,"걱정하게 만들다; ~에 관한 것이다, 관련되다; 관심을 가지다; 걱정; 중요한 것, 관심사"
542,sovereign,"(국가가) 자주적인, 독립된; 주권자, 군주, 국왕"
543,structure,"구조; 건축[구조]물; 체계; 구조화하다, 조직하다"
544,violate,"어기다, 위반하다; 침해하다"
545,aware,"알고 있는, 의식[인식]하는; 알아차린, 감지한"
546,counsel,"조언하다; 상담하다; 충고, 조언; 변호인"
547,alien,"낯선, 이질적인; 외국의; 외계의; 외국인; 외계인"
548,facade,"표면, 허울; (건물의) 정면, 앞면"
549,fabric,"직물, 천; 구조"
550,brilliant,"밝은, 빛나는; 명석한, 우수한; 훌륭한"
551,prosper,"번영하다, 번성하다, 번창하다"
552,incompatible,(성격이) 안 맞는; 양립할 수 없는; 호환이 안 되는
553,meanwhile,"그동안에, 그사이에; 한편"
554,interval,"간격; (어떤 일 가운데) 사이, 잠깐"
555,skeleton,"뼈대, 골격, 해골; (말, 글의) 골자, 개요; (건물의) 골격"
556,flourish,"번영하다, 번창하다; 잘 자라다"
557,relevant,"관련 있는, 적절한"
558,exert,"(있는 힘껏) 노력하다; (영향력을) 행사하다, 발휘하다"
559,let on,(비밀 등을) 누설하다
560,make for,~로 향해 가다
[ IC 어휘완성 프로그램 ],,[ DAY 29 ]
No,Word,Meaning
561,expose,"드러내다, 노출시키다; 폭로하다"
562,suicide,자살
563,relish,"즐기다, 좋아하다; 큰 즐거움"
564,clue,"단서, 실마리"
565,delay,"지연, 지체; 미루다, 연기하다; 지연시키다"
566,article,"글, 기사; 물품, 품목; (조약, 계약 등의) 조항"
567,connect,"잇다, 연결하다; 관련짓다; 접속하다"
568,transaction,"거래, 매매; 처리 (과정)"
569,loom,"어렴풋이 나타나다, 보이다; (위협적인 일이) 곧 닥칠 것 같다"
570,ratio,"비, 비율"
571,opponent,"상대, 적수; 반대자"
572,nerve,"신경; 긴장, 불안; 용기; 용기를 내어 ~하다"
573,artifact,"공예품, 인공물, (과거의) 유물"
574,mature,성숙한; (동식물 등이) 다 자란; 성숙하다; 다 자라다
575,endeavor,"노력, 시도; 노력하다, 애쓰다"
576,disregard,"무시하다, 경시하다; 무시, 경시"
577,compromise,"타협, 절충; 절충안; 타협하다, 절충하다; (신용, 평판 등을) 위태롭게 하다"
578,tilt,"기울다, 기울이다; 기울어짐, 기울기"
579,dwell on,"~을 깊이 생각하다, 되풀이해서 생각하다"
580,head for,~로 향해 가다
[ IC 어휘완성 프로그램 ],,[ DAY 30 ]
No,Word,Meaning
581,option,선택(권); 선택 과목
582,undergo,"겪다, 경험하다"
583,unique,"유일무이한; 독특한, 특유한"
584,determine,"결정하다; 밝혀내다, 알아내다; 결심하다"
585,capable,(~할) 능력이 있는; 유능한 
586,dairy,낙농업의; 유제품의; 낙농장; 유제품 회사
587,sentence,"문장; 형벌, 선고; 형을 선고하다"
588,faint,"희미한, 흐릿한; (가능성이) 아주 적은; 기절할 듯한; 기절하다"
589,insecure,"(스스로 등에) 자신이 없는; 불안정한, 안전하지 않은"
590,function,"기능, 작용, 역할; 기능하다, 작용하다"
591,profound,"(영향, 느낌 등이) 엄청난; 깊은, 심오한"
592,patent,"특허(권); 특허의, 특허를 얻은; 특허를 받다"
593,parallel,"평행한; 유사한; 유사점, 필적하는 것; 유사하다; 평행하게 뻗어있다"
594,mutual,"상호 간의, 서로의; 공통의, 공동의"
595,duplicate,"사본; 사본의; 복사하다, 사본을 만들다; 재현하다"
596,recession,"불경기, 경기 불황, 침체; 후퇴, 물러남"
597,demonstrate,"입증하다, 증명하다; 설명하다, (사용법을) 보여 주다; 시위하다"
598,restore,"되찾다, 회복시키다; 복원[복구]하다; 반환하다"
599,depend on,~에 달렸다; 의존하다
600,long for,갈망하다; 그리워하다
[ IC 어휘완성 프로그램 ],,[ DAY 31 ]
No,Word,Meaning
601,courage,용기
602,equivalent,"동등한, 맞먹는; 같은 것, 동등한 것"
603,expend,"(많은 돈, 시간, 에너지를) 쏟다, 들이다"
604,punish,"처벌하다, 벌주다"
605,depress,우울하게 하다; 침체시키다; 하락시키다
606,reveal,"밝히다, 폭로하다; 보이다, 드러내다"
607,eloquent,"달변의, 설득력 있는; (표정, 동작 등이) 감정을 드러내는"
608,paste,반죽; (접착용) 풀; (풀로) 붙이다; 붙여 넣다
609,stationery,"문방구, 문구류"
610,convict,"유죄를 선고하다; 죄인, 죄수"
611,reside,"살다, 거주하다"
612,ethical,"윤리적인, 도덕적인"
613,privilege,"특혜, 특전, 특권; 특권을 주다"
614,overwhelm,"압도하다, 휩싸다; 어쩔 줄 모르게 하다"
615,considerate,"사려 깊은, 배려하는"
616,manifest,"나타내다, 드러내다; 명백한, 분명한"
617,anthropology,인류학
618,subsequent,"다음의, 그 이후의"
619,count on,"기대다, 의존하다"
620,pray for,간절히 바라다
[ IC 어휘완성 프로그램 ],,[ DAY 32 ]
No,Word,Meaning
621,leap,"껑충 뛰다; 급등[급증]하다; 뛰기, 도약; 급등"
622,describe,"말하다, 서술하다, 묘사하다"
623,expand,"커지다, 팽창하다, 팽창시키다; (사업 등을) 확장하다"
624,inquire,"묻다, 문의하다; 조사하다"
625,fiction,"소설; 지어낸 일, 허구"
626,conceal,"감추다, 숨기다; 비밀로 하다"
627,appoint,"임명하다, 지명하다; (시간, 장소 등을) 정하다"
628,chemical,"화학의, 화학적인; 화학물질; 화학제품"
629,stationary,"움직이지 않는, 정지된"
630,split,"(견해 차이로) 분열되다; 나뉘다, 나누다; 결별하다; 분열; 분할, 몫"
631,souvenir,"기념품, 선물"
632,ethnic,"인종의, 민족의, 종족의; 민족 전통의, 민속의"
633,recruit,"(사원, 회원 등을) 모집하다; 징집하다; 신입 사원; 신병"
634,prevail,"만연하다, 팽배하다; 이기다, 우세하다"
635,considerable,"상당한, 많은"
636,trigger,"촉발하다, 일으키다; 작동시키다; 도화선, 계기; 방아쇠 "
637,drowsy,졸리는; 나른한
638,substantial,"(양 등이) 상당한; 크고 튼튼한, 견고한"
639,build on,~을 기반으로 하다; (~에) 증축하다
640,call for,"요구하다, 청하다"
[ IC 어휘완성 프로그램 ],,[ DAY 33 ]
No,Word,Meaning
641,tangle,"헝클어지다, 헝클리다; 얽힌 것"
642,comment,"논평, 언급; 비판; 논평하다, 견해를 밝히다"
643,wonder,궁금하다; 놀라다; 경이; 불가사의
644,relieve,"경감하다, 완화하다; 안도하다, 안심시키다"
645,individual,"개인 형; 개개의, 개인의; 개성적인, 독특한"
646,distract,"(마음, 주의를) 흐트러뜨리다, 산만하게 하다"
647,particular,특정한; 특별한
648,sprain,"(발목, 손목 등을) 삐다, 접질리다"
649,imaginable,상상할 수 있는
650,clan,"씨족, 일족"
651,twilight,"황혼, 땅거미, 해질녘; 황혼기, 쇠퇴기"
652,tempt,"유혹하다, 부추기다; 유도하다"
653,forge,"(관계 등을) 구축하다, 맺다; 위조하다"
654,recharge,충전하다; (에너지를) 재충전하다
655,momentous,"중대한, 중요한"
656,shelter,"주거지; 피신(처), 대피(소); 보호 시설
; 피난처를 제공하다, 보호하다; 피신하다"
657,benevolent,"자비심이 많은, 친절한"
658,attain,"획득하다, 이루다; (특정 수준 등에) 도달하다"
659,base on,~을 근거로 하다
660,ask for,"요구하다, 요청하다"
[ IC 어휘완성 프로그램 ],,[ DAY 34 ]
No,Word,Meaning
661,overlook,"간과하다, 못 보고 넘어가다; (잘못을) 눈감아 주다; 내려다보다"
662,abbreviation,축약(형)
663,wander,"돌아다니다, 헤매다; (생각이) 다른 데로 흐르다, 산만해지다; 거닐기"
664,precious,"귀중한, 소중한; 값비싼, 고가의"
665,rehabilitate,재활 치료를 하다; 명예를 회복시키다; 복원시키다
666,attract,"끌다, 끌어모으다; 마음을 끌다, 매혹시키다"
667,embrace,"껴안다, 포옹하다; 수용하다, 받아들이다; 포옹"
668,appeal,호소[간청]하다; 항소하다; 마음에 들다; 호소; 항소; 매력
669,imaginary,"상상의, 가상의"
670,adore,"아주 좋아하다; 흠모하다, 애모하다"
671,corrupt,"부패한, 타락한; 부패시키다, 타락시키다"
672,contempt,"경멸, 멸시; 무시"
673,incur,"(비용을) 발생시키다, 물게 되다; (안 좋은 일을) 초래하다"
674,significant,"중요한; (수량, 비율이) 상당한"
675,momentary,"순간의, 잠깐의"
676,taboo,금지된; 피해야 할; 금기 (사항)
677,federal,"연방의, 연방 정부의; 연방(제)의"
678,sustain,"유지하다, 지속하다; (무게를)지탱하다; (손해, 부상을)겪다, 입다"
679,act on,"~에 작용하다, 영향을 주다"
680,be for,찬성하다; 지지하다
[ IC 어휘완성 프로그램 ],,[ DAY 35 ]
No,Word,Meaning
681,distinctive,"독특한, 구별되는"
682,estimate,"평가하다, 추정하다; 추정(치), 평가; 견적서"
683,suburb,"교외, 교외 주택지역"
684,mortgage,"담보대출(금), 주택 융자(금); 저당 잡히다"
685,possess,"갖추다, 가지다; 소유하다"
686,gender,"성, 성별"
687,furthermore,"뿐만 아니라, 더욱이"
688,amend,"(법 등을) 개정하다, 수정하다"
689,instinct,"본능, 타고난 소질; 직감"
690,bilingual,2개 언어를 할 줄 아는; 2개 언어의; 2개 언어를 하는 사람
691,integrate,"통합하다, 통합되다; 융합하다"
692,influential,"영향력 있는, 영향력이 큰"
693,superficial,"깊이 없는, 얄팍한; 피상적인, 표면적인"
694,substance,"물질; 실체; 요지, 본질"
695,fraught,"(문제, 위험이) 가득 찬, 내포한; 난처한, 걱정스러운"
696,commodity,"상품, 물품"
697,herd,"무리, 떼; 군중; (사람, 가축을) 이동시키다, 떼 지어 몰다"
698,obsess,"(생각, 걱정 등이 마음을) 사로잡다, ~에 집착하게 하다"
699,go on,계속하다; (일이) 일어나다
700,sign up for,~을 신청하다
[ IC 어휘완성 프로그램 ],,[ DAY 36 ]
No,Word,Meaning
701,superstition,미신
702,obey,"따르다, 복종하다"
703,nasal,"코의; 콧소리의; 비음, 콧소리"
704,notify,"알리다, 통지하다"
705,increase,"증가하다, 증가시키다; 증가, 증대"
706,friction,"마찰; 충돌, 불화"
707,adjoin,"인접하다, 붙어있다"
708,interrupt,"방해하다; 중단하다, 중단시키다"
709,organism,"생물, 미생물, 유기체; 유기적 조직체"
710,sway,"흔들리다, 흔들다; 흔들림, 진동"
711,authority,"권력, 권한; 당국; 권위"
712,troop,"군대, 병력; 무리, 떼; 무리를 지어 걸어가다"
713,device,"장치, 장비; 방법, 방책"
714,transparent,"투명한; 명백한, 명료한"
715,accommodation,"숙박 시설; 타협, 협상, 조정"
716,alienate,멀어지게 하다; 소외감을 느끼게 하다
717,surpass,"능가하다, 뛰어넘다"
718,scatter,"(흩)뿌리다; (사람, 동물 등이) 흩어지다, 흩어지게 하다"
719,hold on to,"~을 고수하다, 집착하다; ~을 꽉 붙잡다"
720,apply for,신청하다; 지원하다
[ IC 어휘완성 프로그램 ],,[ DAY 37 ]
No,Word,Meaning
721,pronounce,"발음하다; (공식적으로) 표명하다, 선언하다"
722,rehearse,"리허설하다, 예행연습하다"
723,insult,모욕하다; 모욕
724,seize,"(갑자기 꽉) 잡다, 쥐다; 점거하다, 장악하다"
725,refer,"언급하다, 지칭하다; 참조하다"
726,plain,"명백한, 분명한; 쉬운, 단순한; 수수한; 평원, 평야"
727,contain,"~이 들어 있다, 포함하다; (감정을) 억누르다"
728,regulate,"규제하다, 통제하다; 조절하다, 조정하다"
729,immortal,"죽지 않는, 불사의; 불멸의, 불후의"
730,proceed,"계속되다[하다], 진행되다[하다]; 나아가다"
731,acknowledge,인정하다; 감사를 표하다
732,sociology,사회학
733,dramatize,"극화하다, 각색하다; 과장하다, 극적으로 보이게 하다"
734,passive,"소극적인, 수동적인; 순종적인; 수동태"
735,chuck,(아무렇게나) 던지다; 버리다; (직장 등을) 그만두다
736,submerge,"물속에 넣다, 물에 잠기게 하다; (생각 등을) 깊이 감추다"
737,utilitarian,실용적인; 공리주의의
738,dominate,"지배하다, 주도하다; 우세하다, 우위를 차지하다"
739,hang on,"~에 매달리다, 걸다; 기다리다"
740,pay for,"~의 대가를 지불하다, 물어주다"
[ IC 어휘완성 프로그램 ],,[ DAY 38 ]
No,Word,Meaning
741,resource,"자원; 자산, 자료"
742,stride,"성큼성큼 걷다; 큰 걸음, 활보; 진보, 발전"
743,remove,"제거하다, 없애다; (옷 등을) 벗다; 해고하다"
744,strategy,"전략, 계획"
745,sculpture,"조각품, 조각상; 조각"
746,storage,"저장, 보관; 저장소, 보관소"
747,arbitrary,"임의의; 제멋대로의, 독단적인"
748,egocentric,"자기중심의, 이기적인"
749,outlet,"(가스, 감정 등의) 배출구, 발산 수단; 직판점, 할인점; 콘센트"
750,continuous,"(끊임없이) 계속되는, 지속적인, 연속적인"
751,spell,"철자를 쓰다[말하다]; (나쁜 결과를) 가져오다; 잠깐; 마법, 주문"
752,domesticate,"(동물을) 길들이다, 사육하다; (작물을) 재배하다"
753,acquaintance,"지인, 아는 사람; 지식"
754,behalf,"측, 편; 이익"
755,allocate,"할당하다, 배당하다, 배분하다"
756,stern,"엄격한, 엄한, 단호한"
757,overflow,"넘치다, 넘쳐흐르다; (인원, 수량 등의) 초과; 넘쳐흐름, 범람"
758,tactic,"전술, 전략, 작전"
759,carry on,~을 계속하다
760,go for,"적용되다, ~으로 통하다"
[ IC 어휘완성 프로그램 ],,[ DAY 39 ]
No,Word,Meaning
761,slight,"약간의, 조금의"
762,represent,"대표하다; 대변하다; 상징하다, 나타내다"
763,plunge,"(앞, 아래로) 거꾸러지다; 급락하다; 떨어져 내림; 급락"
764,tension,"긴장, 긴장 상태"
765,intrigue,"흥미를 끌다, 호기심을 돋우다; 음모를 꾸미다; 호기심, 흥미로움; 음모"
766,barely,"거의 ~ 않다; 간신히, 겨우"
767,distort,"일그러지게 하다, 비틀다; (사실 등을) 왜곡하다"
768,appropriate,"적절한, 적합한, 알맞은"
769,corporation,"(큰 규모의) 기업, 법인"
770,external,"외부의, 밖의; 외국의, 대외적인"
771,decade,"십 년, 10년간"
772,reinforce,"강화하다, 보강하다, 증강하다"
773,confront,"(문제, 어려움 등에) 직면하다; 맞서다"
774,divert,"방향을 바꾸게 하다, 전환하다; (생각을) 다른 데로 돌리다"
775,contract,"계약, 계약서; 계약하다; 수축하다; 병에 걸리다"
776,ritual,(종교적) 의식; 의례적인 일; 의식적인; 의례적인
777,spine,"척추, 등뼈; 가시"
778,faculty,"교수진; (대학의) 학부; 재능, 능력"
779,try on,~을 입어보다
780,care for,돌보다; 좋아하다
[ IC 어휘완성 프로그램 ],,[ DAY 40 ]
No,Word,Meaning
781,suppose,"가정하다; 생각하다, 추측[추정]하다"
782,pedestrian,"보행자; 보행자의; (문체가) 평범한, 시시한"
783,presume,"추정하다, 간주하다; 주제넘게 굴다"
784,impact,"영향; 충돌, 충격; 영향을 미치다"
785,accept,"받아들이다, 수락하다"
786,defect,"결함, 결점"
787,active,"활동적인, 적극적인; (약효, 물질이) 유효한"
788,innate,"타고난, 선천적인"
789,harassment,"괴롭힘, 애먹음"
790,linkage,연결; 관련(성)
791,reserve,"예약하다; 따로 남겨두다; (권한 등을) 보유하다; 비축, 저장물"
792,threat,"위협, 협박; 흉조, 조짐"
793,glimpse,힐끗 봄; 짧은 경험; 힐끗 보다
794,fate,"(피할 수 없는) 운명, 숙명"
795,dimension,"국면, 관점; 차원; 크기, 치수"
796,disguise,"변장하다, 위장하다; 숨기다; 변장, 위장"
797,surplus,"나머지, 여분, 과잉; 흑자; 과잉의, 잉여의"
798,disperse,"흩어지다, 흩어지게 하다; 분산시키다"
799,take on,~을 떠맡다; ~을 고용하다
800,wear out,"~을 써서 낡게 하다, 닳다; 지치게 하다"
[ IC 어휘완성 프로그램 ],,[ DAY 41 ]
No,Word,Meaning
801,quality,"질; 양질, 우수함; 자질, 특성; 양질의, 고급의"
802,consistent,"일관된, 한결같은; 일치하는"
803,remote,"멀리 떨어진, 외진; 희박한; 원격의"
804,export,수출하다; 수출; 수출품
805,revenue,"(기관의) 수입, 수익"
806,hesitate,"망설이다, 머뭇거리다"
807,credulous,"잘 믿는, 잘 속는"
808,compound,"혼합물, 화합물; 복합체; 복합의, 합성의; (상황을) 악화시키다; 혼합하다"
809,psychology,심리학; 심리; 심리 작용
810,respective,"각자의, 각각의"
811,commemorate,"기리다, 기념하다"
812,supervise,"감독하다, 관리하다, 지휘하다"
813,practicable,"실행 가능한, 실현 가능한"
814,phase,"단계, 국면; 양상; 단계적으로 실행하다"
815,enlighten,"설명하다, 이해시키다; 계몽하다"
816,suffer,"(고통을) 겪다, (병을) 앓다; (나쁜 일을) 경험하다"
817,configuration,"배열, 배치; (시스템의) 환경 설정"
818,hasten,"재촉하다, 앞당기다; 서두르다, 서둘러 하다"
819,put through,(시험·시련 등을) 받게 하다; ~을 성사시키다
820,try out,"써보게 하다, 시험하다"
[ IC 어휘완성 프로그램 ],,[ DAY 42 ]
No,Word,Meaning
821,quantity,"양, 수량; 다량"
822,contact,연락; 접촉; 연줄; 연락하다
823,settle,정착하다; (문제 등을) 해결하다; 결정하다
824,import,수입하다; 수입; 수입품
825,prospect,"가망, 가능성; 예상; 전망"
826,margin,"여백; (득표 등의) 차이; 이윤; 가장자리, 끝"
827,credible,"믿을 수 있는, 신빙성 있는"
828,gigantic,거대한
829,roam,"돌아다니다, 배회하다; (시선이) 천천히 훑다"
830,respectful,"존경심을 보이는, 공손한"
831,salient,"가장 중요한, 가장 두드러진, 현저한"
832,ragged,"너덜너덜한, 해진; 누더기를 걸친; 울퉁불퉁한"
833,practical,"실용적인, 유용한; 실제의, 현실적인"
834,discriminate,차별하다; 식별하다
835,presence,"(그 자리에) 있음, 존재, 참석"
836,differ,"다르다, 차이가 있다; 의견이 다르다"
837,flee,"달아나다, 도피하다"
838,intimidate,"위협하다, 겁주다"
839,go through with,"~을 끝까지 해내다, 완성하다"
840,spell out,상세히 설명하다
[ IC 어휘완성 프로그램 ],,[ DAY 43 ]
No,Word,Meaning
841,supply,"공급하다, 제공하다; 공급(량); 공급품; 공급"
842,probable,"있음 직한, 충분히 가능한, 그럴싸한"
843,struggle,"애쓰다, 분투하다; 싸우다; 노력, 분투; 싸움"
844,effect,"영향, 효과, 결과"
845,occupy,차지하다; 거주하다; (군대 등이) 점령하다
846,poison,"독, 독약; 독(이 되는 감정, 사상), 해악; 독을 넣다, 독살하다"
847,stimulate,자극하다; 흥미를 불러일으키다; 활성화하다
848,council,의회; 위원회
849,statistic,"통계, 통계 자료; 통계학"
850,population,"인구수, 개체 수; 주민"
851,orbit,"궤도를 돌다; 궤도; 영향권, 세력권"
852,mournful,"슬픔에 잠긴, 애처로운"
853,alternate,번갈아 나오다[나오게 만들다]; 번갈아 나오는
854,whole,"완전히, 전적으로; 모든, 전체의; 전체, 완전체"
855,inborn,"타고난, 선천적인"
856,horizontal,"수평의, 가로의; 수평 구조의; 수평(선)"
857,segment,"부분; 조각; 나누다, 분할하다"
858,paralyze,마비시키다; 무력하게 만들다
859,carry through,"~을 완수하다, 수행하다"
860,pass out,"의식을 잃다, 기절하다; 배포하다"
[ IC 어휘완성 프로그램 ],,[ DAY 44 ]
No,Word,Meaning
861,demand,"요구하다, 필요로 하다; 요구 (사항); 수요; 부담, 어려움"
862,account,"설명; 계좌, 계정; 고려; 설명하다; (비율을) 차지하다"
863,specific,"특정한; 구체적인, 명확한; 세부사항"
864,affect,"영향을 미치다, 작용하다, 영향을 주다"
865,credit,"신뢰, 신용; 공로, 인정; (대학의) 학점; 믿다; ~의 공으로 인정하다"
866,faith,"믿음, 신뢰"
867,simulate,"흉내 내다, 가장하다, 모방하다; 모의실험을 하다"
868,eager,"열망하는, 간절히 ~하고 싶어 하는; 열렬한, 열심인"
869,reasonable,"타당한, 합리적인; 적당한, 비싸지 않은; 꽤 괜찮은"
870,popularity,인기
871,quote,인용하다; (실례 등을) 예로 들다; 인용문
872,profess,"공언하다, 주장하다; 고백하다"
873,alternative,"대체 가능한, 대안의; 대안"
874,collide,"충돌하다, 부딪치다; (의견 등이) 상충하다"
875,impart,"(정보, 지식 등을) 전하다; (특성을) 주다, 더해주다"
876,vertical,"수직의, 세로의; 수직 구조의; 수직(선)"
877,blunt,"무딘, 뭉툭한; 직설적인, 퉁명스러운; 무디게 하다"
878,expense,"돈, 비용; 소요 경비"
879,be through,"끝내다, 완료하다"
880,work out,운동하다; (문제를) 풀다
[ IC 어휘완성 프로그램 ],,[ DAY 45 ]
No,Word,Meaning
881,vague,"애매한, 막연한; (형체가) 희미한"
882,endure,"견디다, 참다; 지속되다"
883,float,"(물 위에) 뜨다, 띄우다; (공중에) 뜨다, 떠다니다"
884,unanimously,만장일치로
885,promise,"약속하다; ~의 조짐을 보이다; 약속; 가능성, 장래성; 징후"
886,liable,"~하기 쉬운, ~하는 경향이 있는; 책임이 있는"
887,pervade,"만연하다, ~ 전체에 퍼지다"
888,indispensable,"필수적인, 없어서는 안 될 "
889,burrow,굴을 파다; (~ 속으로) 파고들다; (토끼 등의) 굴
890,monologue,"긴 이야기, 독백; (연극,영화의) 독백, 1인극"
891,blend,"섞다, 섞이다, 혼합하다; 혼합, 조합"
892,frontier,"국경; 지식의 최전선, 미개척분야"
893,subside,"(통증 등이) 가라앉다, 진정되다; (땅, 건물이) 내려앉다"
894,gracious,"자애로운, 너그러운; 품위 있는, 우아한"
895,mold,"거푸집, 틀; 곰팡이; (틀에 넣어) 만들다"
896,beware,"조심하다, 주의하다, 경계하다"
897,fraction,"소량, 조금, 일부; [수학] 분수"
898,masculine,남성적인; (단어의) 남성형의
899,look through,샅샅이 뒤지다
900,turn out,"판명되다, 결국 ~임이 드러나다; 끄다"
[ IC 어휘완성 프로그램 ],,[ DAY 46 ]
No,Word,Meaning
901,falsify,"위조하다, 변조하다"
902,frequent,"잦은, 빈번한; (장소에) 자주 다니다"
903,severe,"심각한; 가혹한, 혹독한; 엄한"
904,wound,"상처, 부상; 상처를 입히다; 감정을 상하게 하다"
905,equate,동일시하다
906,constraint,"강제, 제약, 속박"
907,via,"~을 거쳐, ~을 경유하여; ~을 통하여, ~을 매개로"
908,guarantee,보장[보증]하다; 확실히 하다; 보장[보증]; 보증서
909,assert,"주장하다, 단언하다; (권리 등을) 행사하다"
910,resume,"재개하다, 다시 시작하다; 다시 돌아가다; 이력서"
911,accumulate,"축적하다, 모으다, 모이다"
912,outrage,"격분하게 만들다; 격분, 격노; 잔인무도한 일"
913,designate,"지명하다, 지정하다; (기호로) 표시하다; 임명된, 지명된"
914,anticipate,"예상하다; 기대하다, 고대하다"
915,contradict,"반박하다, 부정하다; 모순되다, 상반되다"
916,intact,"손상되지 않은, 온전한"
917,carton,"상자; (음식이나 음료를 담는) 갑, 통"
918,substitute,"대체[교체]하다; 대신하다; 대용품, 대체물, 대리인; 교체 선수"
919,go through,"겪다, 경험하다; 견디다"
920,stick out,튀어나오다; 두드러지다
[ IC 어휘완성 프로그램 ],,[ DAY 47 ]
No,Word,Meaning
921,scream,"비명을 지르다, 소리치다; 비명, 외침 소리"
922,irritated,짜증이 난; 따끔따끔한
923,benefit,"혜택, 이득; 보조금; 이익을 주다[얻다], ~에게 이롭다"
924,disaster,"참사, 재난, 재해, 재앙; (대)실패, 실패작"
925,barrier,"장애물, 장벽"
926,infringe,"위반하다, 침해하다"
927,evaluate,평가하다
928,solemn,"엄숙한, 진지한, 근엄한"
929,explicit,"분명한, 명쾌한; 노골적인"
930,inspect,"자세히 살피다, 점검하다; 검열하다"
931,evoke,"(감정, 기억 등을) 일깨우다, 환기하다"
932,accomplish,"성취하다, 해내다"
933,tremendous,"엄청난, 막대한; 굉장히 훌륭한"
